Field,teff,logg,alpha_m,feh,TEFF,TEFF_PredictDecoded,alpha_predict,LOGG_Predict,FEH_Predict,colors,sizes
SPLUS-n02s27_000001618,5226.68,4.677,0.187572,-0.192,-0.5826650604142687,5334.4365,0.19914319,4.524221,-0.18615955,0.2975056015364216,0.6764199655765903
SPLUS-n01s25_000004982,5721.16,4.243,0.390804,-0.518,-0.13811672899884897,5769.52,0.2837574,4.147334,-0.44819486,0.4105606109104212,-0.07056798623063631
SPLUS-n02n21_000003345,5822.91,4.034,0.196109,-0.64,-0.04664125431530497,5845.7944,0.23654886,4.116551,-0.7221975,0.43382413461978137,-0.43029259896729855
SPLUS-n03s20_000008989,4956.88,4.652,0.102596,-0.114,-0.8252211593785956,5196.9385,0.08203946,4.5854564,0.20524472,0.2358201106589237,0.6333907056798616
SPLUS-n02n23_000002174,5720.06,4.104,0.376758,-0.337,-0.13910565304948186,5742.3936,0.27669927,4.1216755,-0.42919135,0.4103091133568065,-0.30981067125645456
SPLUS-n04s42_000001861,5682.25,4.018,0.280844,-0.38,-0.17309766973532792,5763.4883,0.23204616,4.2517,-0.26483628,0.40166445653665,-0.4578313253012052
SPLUS-s02s10_000002607,5505.53,4.529,0.183739,-0.138,-0.331972813578826,5443.034,0.21948256,4.430428,-0.15413997,0.3612602313777493,0.42168674698795083
SPLUS-n02n18_000002470,5798.72,4.189,0.30656,-0.842,-0.0683885932105861,5820.108,0.28980342,4.1665797,-0.83435917,0.4282934747816545,-0.16351118760757366
SPLUS-n02s23_000019228,5652.61,3.997,0.363238,-0.21,-0.19974467779056404,5747.5273,0.1568292,4.2374387,-0.14563477,0.3948877406374319,-0.49397590361445776
SPLUS-s02s05_000003770,5526.48,4.604,0.030429,-0.029,-0.3131383055235908,5299.0464,0.29052195,4.5350804,-0.36956397,0.3660501166034111,0.5507745266781408
SPLUS-n02s20_000008989,5783.68,4.215,0.054372,-0.109,-0.08190988204833083,5758.7397,0.124106504,4.1844945,-0.27158415,0.4248548173213225,-0.11876075731497426
SPLUS-n04s42_000000134,6277.73,4.159,-0.131049,0.084,0.3622518699654771,6209.328,0.018803295,4.1313405,0.09365273,0.5378115140152726,-0.21514629948364927
SPLUS-n02n24_000005583,5263.58,4.768,0.185132,-0.331,-0.5494911536248566,5314.875,0.25630555,4.499946,-0.26551378,0.30594220128949645,0.8330464716006869
SPLUS-n02n25_000002486,5385.91,4.478,0.370327,-0.443,-0.4395138089758346,5468.215,0.31659448,4.460986,-0.33883092,0.3339110155928482,0.33390705679862265
SPLUS-n02n19_000007539,5619.39,4.453,0.197851,-0.156,-0.22961018411967693,5604.3477,0.2256805,4.065375,-0.22022024,0.38729251451826807,0.29087779690189297
SPLUS-n02n24_000000439,5354.56,4.53,0.36839,-0.104,-0.4676981444188719,5267.1167,0.24841623,4.5714455,-0.3034695,0.32674333531482924,0.42340791738382055
SPLUS-n02s38_000002826,6141.58,4.344,0.130138,-1.008,0.2398500431530497,6044.8867,0.11858977,4.1004825,-1.1936933,0.5066829759019617,0.10327022375215122
SPLUS-n02s27_000003268,5875.72,4.253,0.173955,-0.304,0.00083609033371701,5846.4966,0.13421242,4.151412,-0.28252503,0.4458983035346838,-0.05335628227194533
SPLUS-n03s21_000007823,5011.31,3.76,0.118535,-0.151,-0.7762873993095507,5167.5347,0.18752977,3.8837352,-0.120016746,0.24826466688005866,-0.9018932874354562
SPLUS-n05s43_000007740,5722.13,4.362,0.079977,0.339,-0.13724467779056404,5643.21,0.08725146,4.086934,0.08910666,0.4107823860258813,0.13425129087779641
SPLUS-n02s19_000003492,5838.35,4.173,0.256004,-0.739,-0.03276035673187483,5880.8184,0.24712203,4.16958,-0.6708376,0.4373542457359735,-0.1910499139414803
SPLUS-s02s17_000007178,5632.88,4.195,0.089263,0.2,-0.21748237917146085,5585.691,0.14547549,4.226979,0.06873854,0.3903767890621429,-0.153184165232358
SPLUS-n02s25_000003171,6113.34,4.362,0.19854,-0.477,0.2144616657077103,6052.3374,0.107364066,4.188065,-0.5429041,0.5002263477982533,0.13425129087779641
SPLUS-n05n54_000009529,6061.45,4.335,0.421676,-0.357,0.1678114211737629,5822.1675,0.1635267,4.0927944,-0.20352781,0.4883625222918285,0.08777969018932819
SPLUS-n02s21_000012515,5638.87,4.329,0.171961,-0.077,-0.21209723820483273,5649.082,0.19499554,4.334639,-0.112076946,0.3917463075586447,0.07745266781411253
SPLUS-n03s26_000009549,5506.34,4.542,0.128103,-0.248,-0.33124460586881455,5519.5317,0.259177,4.4105544,-0.26221183,0.36144542503086563,0.4440619621342501
SPLUS-n04n01_000007591,6188.84,4.17,0.049008,-0.497,0.2823378164556969,6150.093,0.117106505,4.1467266,-0.6945966,0.5174882253418082,-0.19621342512908857
SPLUS-n02s18_000006579,5861.09,4.153,0.159491,-0.758,-0.012316599539700768,5881.7524,0.19413877,4.182293,-0.55126226,0.44255338607160816,-0.22547332185886493
SPLUS-s02s08_000015094,5166.83,4.454,0.218351,-0.354,-0.6364715189873413,5210.413,0.20608793,4.474869,-0.27177468,0.283821848278385,0.2925989672977618
SPLUS-n04s41_000007001,5932.43,4.238,0.070348,-0.3,0.05181962025316533,5785.099,0.16261472,4.126853,-0.5079574,0.4588641455942203,-0.07917383820998225
SPLUS-n02s24_000003671,5840.4,3.96,0.139668,-0.839,-0.03091736191024186,6004.207,0.18369365,4.160999,-0.83105063,0.43782294572225516,-0.5576592082616179
SPLUS-s02s13_000005984,5687.4,4.346,0.101418,0.073,-0.16846770713463766,5578.801,0.15749608,4.071446,0.011885107,0.4028419223558461,0.10671256454388978
SPLUS-s02s02_000006169,5560.36,4.526,0.349403,-0.636,-0.28267944476409657,5726.985,0.27829784,4.101045,-0.43693712,0.37379624125474414,0.41652323580034345
SPLUS-s02s11_000011338,5966.63,4.195,0.106089,-0.189,0.08256616800920646,5809.775,0.18840249,4.0780034,-0.4697779,0.466683433170241,-0.153184165232358
SPLUS-s02s13_000002029,5326.09,4.425,0.494164,-0.555,-0.49329329689297996,5523.2983,0.2760518,4.372422,-0.34659234,0.3202341213590014,0.24268502581755502
SPLUS-s02s08_000019928,5850.19,4.027,-0.106116,0.027,-0.02211593785960897,5713.2036,0.16537838,4.2943635,-0.13132846,0.440061273949426,-0.44234079173838214
SPLUS-s02s08_000018412,6135.9,4.136,-0.058458,-0.097,0.23474359896432695,5804.5737,0.19420905,4.1410227,-0.44338718,0.5053843339887512,-0.2547332185886404
SPLUS-s02s13_000004886,5411.29,4.456,0.306618,-0.648,-0.4166966340621405,5731.2407,0.23485033,4.2199974,-0.4383342,0.3397137500571585,0.29604130808950124
SPLUS-n04s42_000002655,5643.69,4.127,0.314322,-0.406,-0.2077639528193327,5667.0693,0.31490403,4.219465,-0.39599708,0.3928483241117563,-0.27022375215146344
SPLUS-n03s28_000000432,5317.45,4.625,0.077212,-0.112,-0.5010608457997696,5605.8794,0.11097338,4.4040155,0.009367876,0.3182587223924277,0.5869191049913933
SPLUS-n02n18_000001430,5632.32,4.319,0.097342,0.121,-0.21798583141541972,5640.1094,0.14373247,4.3028703,0.050209664,0.39024875394393893,0.06024096385542155
SPLUS-n01s37_000003309,5594.77,4.199,0.199813,0.001,-0.25174410241656986,5686.2104,0.11447132,4.1740527,0.06186506,0.38166354200009167,-0.1462994836488818
SPLUS-n03s21_000007467,5827.95,3.859,0.043834,-0.538,-0.04211018411967782,5907.0527,0.11203006,4.0629587,-0.41981828,0.434976450683616,-0.7314974182444063
SPLUS-s03s05_000006134,6376.34,4.204,-0.047674,-0.163,0.45090441599539766,6110.772,0.039928872,4.1044464,-0.4692357,0.560357126526133,-0.13769363166953585
SPLUS-n01s25_000003065,6317.78,4.118,0.246145,-1.065,0.39825769562715774,5880.028,0.21296802,4.1013618,-0.5620194,0.5469683113082445,-0.2857142857142856
SPLUS-n01s23_000007718,5007.01,4.757,0.049226,0.124,-0.7801531933256616,5047.582,0.1887094,4.5267115,-0.0598303,0.2472815400795647,0.8141135972461271
SPLUS-n01s25_000000711,5029.73,4.734,0.115824,-0.268,-0.7597274165707715,5142.317,0.17720132,4.6190925,-0.1933502,0.2524761077324065,0.774526678141136
SPLUS-n02s21_000003425,5684.76,4.093,0.39307,-0.373,-0.17084112485615588,5756.6504,0.26321858,4.226971,-0.3486983,0.402238328227171,-0.32874354561101615
SPLUS-n03s44_000009768,5508.16,4.174,0.165954,0.299,-0.32960838607594933,5519.5864,0.06982571,4.045295,0.31143692,0.3618615391650281,-0.18932874354561058
SPLUS-s02s17_000006716,5124.02,4.583,0.143816,-0.213,-0.6749586449942457,5159.9067,0.17941768,4.591828,-0.14084014,0.27403402075998,0.5146299483648882
SPLUS-n04s02_000007378,5900.5,4.087,-0.114212,0.143,0.023113852128884282,5958.5884,0.024699353,4.1515694,0.0034301654,0.4515638575152042,-0.3390705679862309
SPLUS-n01s27_000003838,5835.95,4.168,0.223357,-0.413,-0.03491800920598376,5802.9243,0.24615173,4.204373,-0.5177686,0.43680552380081394,-0.19965576592082623
SPLUS-s02s13_000006086,5427.2,4.653,0.184813,-0.19,-0.40239319620253156,5369.2886,0.27009833,4.3046727,-0.278971,0.34335131921898576,0.6351118760757295
SPLUS-n02n24_000001223,5598.61,4.361,0.313136,-0.706,-0.24829185845799806,5615.301,0.35557926,4.2056074,-0.66163826,0.38254149709634633,0.1325301204819267
SPLUS-n03s21_000009218,5680.03,4.058,0.346911,-0.475,-0.17509349827387766,5710.7656,0.27687392,4.029661,-0.39973906,0.4011568887466277,-0.3889845094664377
SPLUS-n02n01_000006985,6112.83,4.261,-0.021174,-0.492,0.21400316455696178,6047.386,0.03884558,4.104828,-0.45885825,0.5001097443870317,-0.039586919104991125
SPLUS-n03s21_000010241,6316.4,4.221,0.067104,-0.527,0.39701704545454586,6419.055,0.023910591,4.130786,-0.4542532,0.546652796195528,-0.1084337349397595
SPLUS-n02s24_000006297,5605.29,4.295,0.41071,-0.376,-0.2422863924050631,5717.6455,0.26418948,4.1299086,-0.3016061,0.3840687731492066,0.018932874354560703
SPLUS-n02n25_000001128,6321.59,4.115,-0.087485,-0.556,0.40168296892980493,6362.647,0.022101304,4.1492305,-0.4480658,0.5478394073803101,-0.29087779690189297
SPLUS-n02n22_000007693,5502.06,4.148,0.03238,0.302,-0.33509241944764057,5387.0903,0.096933484,4.2184553,-0.028029814,0.3604668709131648,-0.23407917383821086
SPLUS-n03s43_000011410,5464.92,4.465,0.300307,-0.287,-0.36848209148446465,5477.716,0.32349396,4.38353,-0.29478148,0.3519753989665737,0.3115318416523225
SPLUS-n03s26_000006684,6155.31,4.215,0.030367,-0.825,0.25219361334867685,6135.1777,0.027674317,4.0914674,-0.70119995,0.5098221226393524,-0.11876075731497426
SPLUS-n02n24_000008177,5879.22,4.128,0.084061,-0.607,0.003982666858458828,5990.695,0.105406515,4.1652627,-0.5692292,0.446698523023458,-0.2685025817555937
SPLUS-n05s03_000009221,6396.79,4.15,-0.062204,-0.271,0.4692894131185277,6307.5195,0.019449368,4.14823,-0.28600574,0.56503269468197,-0.23063683304647142
SPLUS-n01s38_000001451,5707.27,4.152,0.25799,-0.976,-0.15060414269274958,5861.523,0.22085543,4.1593533,-0.8179193,0.4073848827106865,-0.22719449225473287
SPLUS-n01s20_000007471,5724.69,4.342,0.380791,-0.679,-0.13494318181818166,5725.791,0.28143576,4.230868,-0.71352905,0.4113676894233847,0.09982788296041178
SPLUS-s02s06_000008864,5574.78,4.438,0.107481,-0.044,-0.2697155494821635,5606.653,0.1917431,4.144031,-0.14645347,0.37709314554849327,0.2650602409638543
SPLUS-n07s38_000012736,6048.94,4.361,0.069916,-0.056,0.15656465765247418,5440.456,0.37086076,4.2016535,-0.5800871,0.4855023092048104,0.1325301204819267
SPLUS-n01s01_000011130,5381.6,4.499,0.155281,-0.202,-0.4433885932105861,5419.2817,0.21680497,4.477028,-0.20269176,0.33292560245095815,0.3700516351118752
SPLUS-n02s19_000003681,6068.47,4.245,-0.031236,0.066,0.17412255466052962,5901.0786,0.067659974,4.1201057,-0.12069192,0.48996753395216974,-0.06712564543889865
SPLUS-n01s27_000007750,5158.19,4.694,0.102456,-0.165,-0.6442390678941319,5224.762,0.15425685,4.580925,-0.13192403,0.281846449311811,0.7056798623063685
SPLUS-n03s19_000006945,6047.36,4.039,-0.025826,-0.623,0.15514420310701915,6113.78,0.030205216,4.096407,-0.5771138,0.48514106726416373,-0.4216867469879526
SPLUS-n05n50_000011323,5530.84,4.343,0.048185,0.313,-0.30921857019562715,5453.638,0.09487047,4.271249,0.26543316,0.367046961452284,0.1015490533562815
SPLUS-n02s22_000006339,5276.5,4.647,0.157513,-0.212,-0.53787579113924,5444.319,0.14340046,4.438323,0.08150635,0.30889615437377116,0.6247848537005165
SPLUS-n04s01_000011339,5748.92,4.251,0.081302,0.296,-0.11315988204833083,5692.1675,0.06275388,4.103392,0.14433756,0.4169074946270978,-0.056798623063682996
SPLUS-n02n21_000004994,5585.22,4.463,0.237301,-0.238,-0.26032976121979257,5630.2397,0.22898035,4.317299,-0.19906747,0.37948008596643656,0.30808950086058484
SPLUS-n04s41_000007040,5237.3,3.8,0.402657,-0.591,-0.5731174482163404,5353.0747,0.24281876,4.201268,-0.3604875,0.2999336960995016,-0.8330464716006887
SPLUS-n01s24_000005362,5405.11,4.343,0.043671,0.156,-0.4222525891829694,5542.9917,0.11971283,4.245916,0.20601562,0.33830079107412303,0.1015490533562815
SPLUS-n01s23_000007143,5692.41,3.874,0.242563,-0.677,-0.1639636075949369,5781.041,0.19455014,4.1115766,-0.5895147,0.40398737939549123,-0.7056798623063685
SPLUS-n04s02_000002591,6111.16,4.218,-0.019773,-0.222,0.21250179804372848,6090.301,0.023210052,4.1250377,-0.24638295,0.4997279253738168,-0.11359724612736688
SPLUS-n04s43_000004148,5284.28,4.559,0.195147,-0.153,-0.530881401035673,5308.6396,0.21685731,4.505605,-0.1669577,0.310674927980246,0.47332185886402733
SPLUS-n03s44_000010132,5904.7,4.198,0.337628,-0.521,0.026889743958572687,5863.2544,0.17237313,4.059034,-0.56118494,0.4525241209017329,-0.14802065404474973
SPLUS-n02s21_000006777,5687.0,3.882,0.048768,-0.105,-0.16882731588032218,5725.8755,0.15565272,4.053527,-0.16739476,0.40275046869998626,-0.6919104991394143
SPLUS-n06s42_000006425,5561.16,4.286,0.09616,0.333,-0.2819602272727275,5528.645,0.0964415,4.1679254,0.25663358,0.37397914856646386,0.0034423407917376636
SPLUS-s03s03_000009056,5585.36,4.403,0.252768,-0.325,-0.26020389815880307,5554.6304,0.33405837,4.2761283,-0.46858886,0.37951209474598746,0.20481927710843273
SPLUS-n02s25_000008938,5161.09,4.73,0.08873,-0.153,-0.6416319044879168,5168.36,0.17112403,4.483558,-0.102673054,0.28250948831679557,0.7676419965576589
SPLUS-n02s37_000016082,5775.42,4.32,0.147375,-0.389,-0.08933580264671992,5782.344,0.2498912,4.2288537,-0.54367024,0.4229662993278157,0.06196213425129127
SPLUS-n07s38_000004769,5796.15,4.128,0.119331,-0.221,-0.07069907940161091,5860.393,0.12113269,4.07759,-0.25665426,0.4277058850427546,-0.2685025817555937
SPLUS-n02s37_000010787,5691.15,4.119,0.118205,-0.136,-0.16509637514384323,5765.56,0.09778217,4.188186,-0.017410576,0.4036993003795327,-0.28399311531841676
SPLUS-s02s13_000005590,5773.58,3.763,0.341967,-1.467,-0.09099000287686998,5868.455,0.18851075,4.104862,-1.0734398,0.4225456125108601,-0.8967297762478488
SPLUS-n02s18_000002768,5044.58,4.752,0.121974,-0.305,-0.7463769418872266,5179.084,0.17046566,4.602166,-0.21299848,0.25587132470620516,0.8055077452667803
SPLUS-n01s01_000010771,5077.93,4.478,0.111926,0.152,-0.7163945627157648,5148.791,0.10561665,4.490771,0.13644546,0.26349627326352376,0.33390705679862265
SPLUS-n02s44_000001149,5544.0,4.258,0.126183,0.005,-0.2973874424626004,5572.979,0.14285736,4.3152266,0.07216988,0.37005578673007455,-0.0447504302925994
SPLUS-s02s12_000000361,5877.2,4.294,0.08799,-0.154,0.0021666426927504645,5785.709,0.15814361,4.127083,-0.20859277,0.4462366820613654,0.017211703958690983
SPLUS-s02s13_000006203,5576.96,3.901,0.267472,-0.365,-0.26775568181818166,5661.3027,0.2371857,4.051495,-0.31480822,0.3775915679729297,-0.6592082616179002
SPLUS-n01s18_000007045,5130.64,4.53,0.30503,-0.157,-0.6690071202531644,5204.0894,0.16839068,4.586634,-0.13658883,0.2755475787644611,0.42340791738382055
SPLUS-n02n19_000000488,5750.01,4.184,0.326385,-0.363,-0.11217994821634036,5777.8125,0.25850427,4.09788,-0.46222886,0.41715670583931597,-0.1721170395869187
SPLUS-n05s02_000008175,5696.09,4.429,0.137407,-0.147,-0.16065520713463766,5614.247,0.21357487,4.3418517,-0.15644659,0.40482875302940224,0.24956970740103301
SPLUS-n02n01_000007854,6142.69,4.271,0.219899,-0.411,0.24084795742232412,6260.531,0.019456692,4.1319227,-0.1284858,0.5069367597969727,-0.022375215146300143
SPLUS-s02s04_000001303,5860.2,4.056,0.027019,-0.691,-0.01311672899884897,5617.369,0.16832636,4.1778545,-0.7168309,0.44234990168731997,-0.39242685025817536
SPLUS-n02s18_000000507,5833.13,4.181,0.451793,-0.544,-0.03745325086306028,5770.2876,0.2729142,4.2490077,-0.5824793,0.43616077552700183,-0.17728055077452698
SPLUS-n01s01_000012728,5598.37,4.305,0.120714,0.105,-0.24850762370540824,5599.079,0.15374123,4.2058616,0.038460225,0.38248662490283053,0.03614457831325257
SPLUS-n01s25_000003688,5906.03,4.079,-0.06501,0.033,0.028085443037974223,5898.5444,0.037235416,4.121661,-0.02015724,0.452828204307467,-0.3528399311531851
SPLUS-n05s02_000005567,6016.8,4.014,0.122042,-0.341,0.12767009493670933,6037.5693,0.041256346,4.1236553,-0.3746253,0.4781540079564681,-0.4647160068846814
SPLUS-s02s11_000011167,5523.52,4.341,0.151791,-0.06,-0.3157994102416568,5539.6626,0.21681021,4.340286,-0.26450896,0.365373359550048,0.09810671256454384
SPLUS-n03s19_000001290,5136.92,3.78,0.28931,-0.496,-0.6633612629459149,5224.0186,0.28852075,4.436104,-0.3836707,0.27698340116146136,-0.8674698795180724
SPLUS-n05s43_000007094,5599.27,4.542,0.118518,0.021,-0.24769850402761762,5585.769,0.16822278,4.3384967,-0.011807151,0.3826923956285153,0.4440619621342501
SPLUS-n01s22_000007134,5579.12,4.376,0.109412,-0.058,-0.2658137945914847,5606.4478,0.2509444,4.1284013,-0.18783736,0.37808541771457305,0.1583476764199654
SPLUS-n02s37_000003210,5677.97,4.342,0.337479,-0.944,-0.17694548331415394,5645.93,0.35288656,4.266707,-0.7019432,0.40068590241894925,0.09982788296041178
SPLUS-n01s22_000006323,5964.74,4.033,-0.006753,-0.51,0.08086701668584606,5978.888,0.060226597,4.09941,-0.46806985,0.466251314646303,-0.4320137693631665
SPLUS-n04s43_000005920,5611.29,4.126,0.369034,-0.22,-0.23689226121979257,5701.922,0.20866208,4.157683,-0.16960767,0.38544057798710507,-0.2719449225473314
SPLUS-n02s24_000003630,5496.16,4.266,0.148855,0.115,-0.3403966484464904,5582.902,0.14882396,4.344622,0.050267637,0.35911792948923127,-0.030981067125646078
SPLUS-s02s02_000013374,5673.88,4.434,0.195135,-0.207,-0.18062248273878012,5640.9004,0.30123293,4.149035,-0.271333,0.39975078878778175,0.25817555938037895
SPLUS-n05s43_000007753,5617.66,4.069,-0.014109,0.39,-0.23116549194476388,5622.4863,0.05385843,4.0750303,0.26605266,0.38689697745667384,-0.3700516351118761
SPLUS-n02s38_000012789,5600.13,4.087,0.03338,-0.027,-0.2469253452243958,5626.356,0.27325454,4.2570505,-0.49848166,0.382889020988614,-0.3390705679862309
SPLUS-n02n22_000012285,5484.93,4.313,0.371712,-0.617,-0.35049266398158796,5601.174,0.33868027,4.325767,-0.48733345,0.35655036810096485,0.04991394148020589
SPLUS-n02n25_000003616,6073.7,4.318,-0.014752,-0.342,0.1788244390103566,6052.0537,0.06503669,4.1655464,-0.3977444,0.49116329050253776,0.05851979345955183
SPLUS-n02s24_000008103,6068.4,4.033,-0.174541,-0.619,0.17405962313003442,6080.0054,0.035305783,4.082925,-0.5830315,0.4899515295623942,-0.4320137693631665
SPLUS-n03s25_000009547,5654.05,4.363,0.208897,-0.212,-0.1984500863060985,5677.4995,0.20201816,4.285913,-0.15393929,0.39521697379852766,0.13597246127366613
SPLUS-n02n28_000004939,5350.84,4.637,0.394842,-0.672,-0.47104250575373996,5364.352,0.3015536,4.2145514,-0.53359437,0.3258928163153322,0.6075731497418229
SPLUS-n01s26_000007054,5272.31,4.713,0.179549,-0.199,-0.5416426927502869,5288.5547,0.24486972,4.539024,-0.24141988,0.30793817732863893,0.7383820998278825
SPLUS-n04s02_000005053,6133.38,4.052,0.219061,-1.558,0.23247806386651337,6037.866,0.1404007,4.114184,-1.2748519,0.5048081759568338,-0.39931153184165336
SPLUS-n03s26_000004556,5927.99,4.159,0.260487,-0.623,0.04782796317606408,5922.9814,0.16919337,4.143851,-0.63320166,0.45784901001417516,-0.21514629948364927
SPLUS-n02n21_000005230,5909.09,4.1,-0.000526,0.01,0.030836449942462707,5931.463,0.034437884,4.1536126,-0.01500788,0.45352782477479536,-0.31669535283993167
SPLUS-s02s08_000010549,6005.15,4.233,0.073772,-0.238,0.11719649021864242,5804.4707,0.1807548,4.2473025,-0.41409448,0.4754904202295487,-0.08777969018932996
SPLUS-n01s20_000008223,6006.05,4.099,-0.052368,-0.035,0.11800560989643305,5986.2217,0.21524028,4.018295,-0.55888647,0.47569619095523347,-0.3184165232358005
SPLUS-s02s03_000022802,5729.53,4.215,0.358962,-0.524,-0.13059191599539677,5712.6494,0.2905826,4.0431786,-0.55183595,0.41247427865928943,-0.11876075731497426
SPLUS-n01s01_000007659,5880.8,4.317,0.164166,-0.267,0.005403121403912969,5800.034,0.17093523,4.2550454,-0.281966,0.4470597649641045,0.056798623063682996
SPLUS-n04n01_000004561,5756.07,4.041,0.231656,-0.545,-0.10673187571921794,5826.29,0.18162462,4.120966,-0.24899507,0.41854222872559316,-0.41824440619621317
SPLUS-n01s20_000007472,5237.43,4.649,0.113729,0.103,-0.5730005753739924,5425.044,0.11448216,4.3923936,0.09100931,0.2999634185376562,0.6282271944922542
SPLUS-n02n22_000007960,5740.61,4.193,0.32771,-0.631,-0.12063075373993115,5772.482,0.21070619,4.218517,-0.60305077,0.41500754492660835,-0.15662650602409744
SPLUS-s02s03_000023887,5511.07,4.369,0.08767,0.282,-0.32699223245109366,5463.67,0.16215673,4.085056,0.030243196,0.3625268645114087,0.1462994836488809
SPLUS-n01s37_000004728,5967.81,4.255,0.186395,-0.667,0.08362701380897608,5965.847,0.115344405,4.1379037,-0.602173,0.46695322145502766,-0.04991394148020678
SPLUS-n01s21_000009701,6221.11,4.087,-0.164421,-0.676,0.3113492520138088,6242.0015,0.056063935,4.126942,-0.79152894,0.5248662490283048,-0.3390705679862309
