Field,teff,logg,alpha_m,feh,TEFF,TEFF_PredictDecoded,alpha_predict,LOGG_Predict,FEH_Predict,colors,sizes
SPLUS-n01s21_000005725,5354.71,4.52,0.116338,0.134,-0.46756329113924,5348.4277,0.15783341,4.4813905,0.044540644,0.3267776304357768,0.4061962134251278
SPLUS-n04n01_000005580,5640.22,4.298,0.191423,-0.44,-0.21088355868814723,5716.5664,0.25680155,4.180609,-0.5088036,0.3920549636471718,0.024096385542168086
SPLUS-s02s12_000005937,5519.25,4.388,0.392361,-0.153,-0.3196382336018413,5495.1606,0.31069762,4.3886027,-0.35053658,0.3643970917737436,0.17900172117039492
SPLUS-n01s18_000006551,5707.32,4.266,0.284072,-0.502,-0.15055919159954012,5726.5103,0.3120301,4.1139784,-0.46879354,0.4073963144176687,-0.030981067125646078
SPLUS-n03s22_000007318,5350.58,4.511,0.207404,-0.163,-0.471276251438435,5460.6514,0.19584057,4.476916,-0.18801442,0.32583337143902324,0.39070567986230653
SPLUS-s02s13_000009812,5484.88,4.536,0.176505,-0.02,-0.3505376150747983,5406.6934,0.21328454,4.4937673,-0.16935754,0.3565389363939824,0.4337349397590353
SPLUS-s02s09_000000911,5616.43,4.128,0.025408,-0.478,-0.23227128883774384,5662.9937,0.25469974,4.2940817,-0.46709839,0.3866157574649048,-0.2685025817555937
SPLUS-n01s24_000002337,4965.53,4.836,0.233791,-0.575,-0.8174446202531644,5096.5938,0.21900411,4.639252,-0.3362711,0.2377977959668938,0.9500860585197941
SPLUS-n03s44_000001421,5777.21,4.179,0.3388,-0.632,-0.08772655350978109,5981.857,0.18025559,4.1955132,-0.8474025,0.4233755544377887,-0.18072289156626464
SPLUS-s02s02_000018036,5898.29,4.1,0.229773,-0.806,0.02112701380897608,6051.0024,0.024051081,4.0570006,-0.4424095,0.4510585760665783,-0.31669535283993167
SPLUS-n01s27_000002407,5599.42,4.184,0.141617,0.055,-0.2475636507479857,5619.0093,0.14221814,4.286097,0.053920433,0.3827266907494628,-0.1721170395869187
SPLUS-n05s03_000011415,5912.98,4.302,-0.061058,0.049,0.03433364499424574,5812.4824,0.08475909,4.1078424,-0.116836004,0.45441721157803266,0.0309810671256443
SPLUS-s02s01_000015643,5927.37,4.169,0.259272,-0.761,0.04727056962025333,5873.299,0.18065159,4.045996,-0.6765514,0.4577072568475925,-0.1979345955249583
SPLUS-s02s03_000028016,5407.8,4.404,0.380345,-0.246,-0.41983422036823903,5521.7905,0.22102207,4.2842684,-0.15690497,0.338915816909781,0.20654044750430245
SPLUS-s02s13_000007957,6457.39,4.225,0.10493,-0.498,0.523770138089759,6325.7,0.018760359,4.1089892,-0.22736707,0.5788879235447438,-0.10154905335628328
SPLUS-n03s28_000008649,5732.9,4.383,0.422548,-0.654,-0.1275622123130038,5748.4272,0.32876828,4.176183,-0.5999573,0.41324477570990886,0.17039586919104988
SPLUS-n01s01_000010784,5764.27,3.999,0.073059,-0.073,-0.09935989643268073,5789.726,0.082905896,4.046687,-0.10666942,0.42041702867072117,-0.4905335628227192
SPLUS-n03s25_000008634,5552.52,4.124,0.339672,-0.303,-0.2897277761795163,5666.4253,0.29318398,4.0338264,-0.39448914,0.37200374959989035,-0.2753872633390717
SPLUS-n04s43_000008731,5505.18,3.92,0.141855,0.03,-0.3322874712313002,5621.684,0.111184195,4.0615754,0.10025767,0.3611802094288719,-0.6265060240963853
SPLUS-n02n20_000008161,5774.7,4.318,0.16691,-0.362,-0.08998309838895313,5721.512,0.32563564,4.12318,-0.51002115,0.4228016827472677,0.05851979345955183
SPLUS-n02s21_000002004,5877.29,4.345,0.126225,-0.689,0.002247554660529616,5913.5283,0.1703545,4.1654954,-0.6648548,0.4462572591339339,0.10499139414802006
SPLUS-n02n18_000007005,5597.66,4.197,0.100691,0.091,-0.24914592922899903,5653.114,0.10824199,4.216858,0.1117248,0.3823242946636791,-0.14974182444061945
SPLUS-n03s43_000011453,5643.64,4.148,0.328278,-0.265,-0.20780890391254303,5710.0894,0.22339885,4.0692797,-0.20181328,0.3928368924047739,-0.23407917383821086
SPLUS-n02n44_000007704,5803.74,4.261,0.392408,-0.459,-0.0638755034522438,5788.577,0.2829435,4.0828342,-0.5497836,0.42944121816269604,-0.039586919104991125
SPLUS-n02n27_000007414,4960.06,3.795,0.271644,-0.081,-0.8223622698504025,5142.1597,0.10543869,3.9693615,0.059705608,0.2365471672230098,-0.8416523235800346
SPLUS-n02n25_000003678,5881.2,4.486,0.238965,-0.374,0.005762730149597495,5873.5635,0.15514271,4.128155,-0.40683252,0.4471512186199644,0.34767641996557597
SPLUS-n02s28_000005633,5846.51,4.3,0.207311,0.089,-0.025424338319907314,5777.9897,0.10550948,4.158584,-0.030634642,0.4392199003155152,0.027538726333906638
SPLUS-n02s26_000009419,5636.2,4.365,0.177776,-0.073,-0.21449762658227822,5664.7935,0.17484933,4.264884,-0.09539828,0.3911358544057799,0.13941480206540469
SPLUS-s02s09_000010463,5682.44,4.421,0.143576,-0.182,-0.17292685558112808,5562.169,0.29298759,4.2513194,-0.26694366,0.4017078970231834,0.2358003442340788
SPLUS-s02s10_000009448,6146.28,4.227,0.136595,-0.407,0.2440754459148451,6040.9927,0.07241192,4.1186366,-0.45163047,0.5077575563583154,-0.09810671256454384
SPLUS-n02n24_000001855,5386.86,4.539,0.294567,-0.801,-0.4386597382048336,5663.488,0.20244832,4.292652,-0.4448016,0.3341282180255154,0.4388984509466427
SPLUS-n01s28_000005073,5615.68,4.317,0.112779,0.071,-0.23294555523590255,5658.606,0.13374564,4.2206807,0.055751704,0.38644428186016755,0.056798623063682996
SPLUS-n04s41_000010864,5668.04,4.118,-0.108232,0.233,-0.18587277042577632,5701.8574,0.047131404,4.09646,0.15197992,0.39841556541222745,-0.2857142857142856
SPLUS-n02s25_000007175,5733.99,4.357,0.052947,0.078,-0.12658227848101244,5666.315,0.23218112,4.1399026,-0.12927246,0.41349398692212724,0.12564543889845137
SPLUS-n03s21_000014783,5485.35,4.233,0.514289,-0.478,-0.3501150747986186,5516.1416,0.3429103,4.3642206,-0.38719746,0.3566463944396178,-0.08777969018932996
SPLUS-n02s18_000004772,6163.34,4.233,0.040161,-0.453,0.2594127589182973,6107.637,0.06472095,4.1604495,-0.5438182,0.5116580547807399,-0.08777969018932996
SPLUS-s02s10_000014484,5698.82,3.863,-0.006302,-0.331,-0.1582008774453394,5653.1,0.22471239,3.9918852,-0.26467207,0.4054529242306461,-0.7246127366609292
SPLUS-n03s28_000000818,5718.12,4.308,0.249617,-0.401,-0.1408497554660526,5763.1865,0.2801876,4.248402,-0.42639777,0.409865563125886,0.04130808950085996
SPLUS-n01s25_000006049,5651.64,4.336,0.099297,0.079,-0.20061672899884897,5675.266,0.1271493,4.266067,0.08887019,0.39466596552197175,0.0895008605851979
SPLUS-n03s20_000004020,5806.65,3.961,0.155018,-0.856,-0.06125934982738812,5876.425,0.1850261,4.086207,-0.69766396,0.4301065435090766,-0.555938037865749
SPLUS-n03s21_000008472,5543.54,4.47,0.124977,-0.276,-0.2978009925201377,5548.859,0.28245422,4.3285923,-0.3726898,0.3699506150258357,0.32013769363166844
SPLUS-n04s43_000010433,5628.57,3.823,0.371461,-0.487,-0.22135716340621414,5769.086,0.21338283,4.1346893,-0.38451383,0.38939137592025236,-0.7934595524956976
SPLUS-n01s37_000006114,5705.85,3.947,0.351685,-0.512,-0.15188075373993026,5769.3687,0.21704225,4.035209,-0.3766941,0.40706022223238386,-0.5800344234079171
SPLUS-n01s37_000002384,5259.24,4.392,0.127657,-0.282,-0.5533929085155354,5302.125,0.3376004,4.461805,-0.37700328,0.3049499291234166,0.18588640275387291
SPLUS-n03s24_000007186,5361.93,4.46,0.303491,-0.08,-0.46107235327963103,5425.9253,0.1748169,4.442638,-0.056564152,0.3284283689240479,0.30292598967297746
SPLUS-n02n25_000000669,5951.37,4.43,0.249741,-0.443,0.06884709436133463,5868.366,0.22317299,4.236783,-0.4835911,0.46319447619918597,0.25129087779690096
SPLUS-n01s23_000007197,5548.28,4.256,0.379678,-0.517,-0.2935396288837744,5581.659,0.28427348,4.1820455,-0.4758848,0.37103434084777537,-0.04819277108433706
SPLUS-n02n23_000014308,5578.3,4.277,0.129372,0.024,-0.2665509925201377,5644.1084,0.15055141,4.261163,-0.18084553,0.3778979377200604,-0.012048192771084487
SPLUS-n07s38_000003598,5640.96,3.968,0.386204,-0.441,-0.21021828250863006,5736.845,0.28140846,4.059062,-0.39951655,0.3922241529105127,-0.5438898450946645
SPLUS-s02s17_000006963,5738.49,4.354,0.109013,0.091,-0.1225366800920602,5615.399,0.23364903,4.311772,-0.16215509,0.4145228405505509,0.1204819277108431
SPLUS-n02n26_000005487,5608.01,4.359,0.426339,-0.574,-0.23984105293440727,5586.2026,0.34373987,4.3643045,-0.56204426,0.3846906580090539,0.12908777969018903
SPLUS-s02s10_000013537,5748.41,4.169,0.363931,-0.536,-0.11361838319907935,5703.5728,0.29623175,4.2435594,-0.5319701,0.4167908912158763,-0.1979345955249583
SPLUS-n04s01_000001933,5925.23,4.3,0.066956,-0.087,0.045346662830839435,5806.605,0.21683064,4.187719,-0.31490016,0.45721797978874185,0.027538726333906638
SPLUS-n04s44_000004329,5548.3,3.85,0.350881,-0.553,-0.29352164844648954,5683.7964,0.28813493,4.026906,-0.40962175,0.3710389135305685,-0.7469879518072284
SPLUS-n01s23_000002421,5061.2,4.7,0.081915,0.266,-0.7314351985040277,5099.2583,0.089590475,4.402252,0.1338278,0.2596712241071837,0.7160068846815832
SPLUS-n03s19_000001854,5045.55,3.998,0.298051,-0.045,-0.7455048906789408,5191.928,0.10461854,4.0353456,0.19339776,0.2560930998216655,-0.49225473321858804
SPLUS-n05s01_000023531,5711.13,4.456,0.122104,-0.24,-0.14713391829689293,5736.7705,0.1738451,4.170283,-0.2411409,0.4082674104897343,0.29604130808950124
SPLUS-n02s25_000009502,5823.29,4.182,0.200237,-0.621,-0.046299626006904404,5838.0835,0.24517687,4.069697,-0.63376224,0.4339110155928483,-0.17555938037865726
SPLUS-n07s38_000008672,5782.4,4.083,0.049563,-0.414,-0.08306063003452291,5895.758,0.0989021,4.0587573,-0.32673407,0.4245621656225706,-0.34595524956970714
SPLUS-n02s22_000009288,5924.77,4.252,0.105428,-0.519,0.04493311277330303,5929.262,0.12605819,4.1954875,-0.58140117,0.4571128080845032,-0.05507745266781505
SPLUS-n03s22_000002424,5990.54,4.212,0.040933,-0.5,0.1040617807825086,6035.284,0.077547066,4.172457,-0.49980468,0.472150075449266,-0.12392426850258254
SPLUS-n02n19_000005516,5801.04,4.306,0.193766,-0.37,-0.06630286248561568,5791.433,0.23530395,4.1138296,-0.4467751,0.42882390598564174,0.03786574870912229
SPLUS-n03s18_000006103,5895.43,4.281,0.211269,-0.457,0.018555811277330747,5862.7734,0.1708287,4.171193,-0.43411705,0.4504046824271801,-0.005163511187608272
SPLUS-n02s28_000006107,5825.39,4.283,0.297669,-0.56,-0.044411680092059314,5793.6333,0.28004906,4.166454,-0.58163244,0.43439114728611283,-0.0017211703958688318
SPLUS-n02s18_000002767,5139.87,4.667,0.330904,-0.675,-0.6607091484464904,5257.9873,0.34167513,4.5383797,-0.5146012,0.27765787187342805,0.6592082616178985
SPLUS-n02n22_000004927,5440.09,4.468,0.176824,0.131,-0.39080480437284226,5329.3345,0.20700039,4.4846416,-0.11767623,0.34629841327907085,0.3166953528399308
SPLUS-n02n19_000005968,5310.8,4.591,0.213129,-0.101,-0.5070393411967773,5369.9985,0.15992126,4.3728137,0.023671277,0.316738305363757,0.5283993115318415
SPLUS-n03s27_000008853,5656.62,4.349,0.169128,-0.03,-0.19613960011507459,5713.259,0.09576284,4.0752153,-0.021587186,0.39580456353742743,0.11187607573149716
SPLUS-n02n28_000006141,5443.32,4.464,0.255079,-0.043,-0.3879009637514388,5532.6323,0.14800604,4.421685,0.05991578,0.34703690155013933,0.30981067125645456
SPLUS-n03s21_000012282,5585.65,4.283,0.228615,-0.151,-0.25994318181818166,5644.303,0.20237182,4.27362,-0.12101373,0.3795783986464859,-0.0017211703958688318
SPLUS-n02s37_000005039,5269.5,4.562,0.276443,-0.362,-0.5441689441887227,5510.9966,0.21504872,4.3881936,-0.23251575,0.3072957153962229,0.4784853700516347
SPLUS-n02s22_000010760,6054.93,4.145,0.081446,-0.31,0.1619497986191032,6090.4185,0.020919537,4.128528,-0.013286501,0.4868718277013125,-0.23924268502581825
SPLUS-n02n01_000007374,5302.8,4.505,0.118381,0.186,-0.5142315161104714,5267.6963,0.13408616,3.901957,0.083928846,0.31490923224655915,0.3803786574870909
SPLUS-n03s21_000004303,5951.78,4.306,0.091586,-0.232,0.06921569332566158,5889.822,0.1240293,4.172301,-0.39368382,0.4632882161964424,0.03786574870912229
SPLUS-n03n01_000002623,6141.52,4.176,0.061208,-0.611,0.23979610184119782,6122.5435,0.054892804,4.1511893,-0.5697291,0.5066692578535829,-0.18588640275387291
SPLUS-n03s22_000003260,5621.11,4.058,0.29567,-0.19,-0.22806386651323418,5718.0596,0.1971872,4.0855966,-0.26716053,0.3876857652384652,-0.3889845094664377
SPLUS-n02n26_000006728,5849.42,4.16,0.096537,-0.228,-0.022808184695051636,5790.2056,0.15489791,4.140571,-0.44286364,0.4398852256618958,-0.21342512908777955
SPLUS-n02n25_000000684,5547.5,4.495,0.114901,0.036,-0.2942408659378595,5523.756,0.1629691,4.435999,-0.07747516,0.3708560062188486,0.363166953528399
SPLUS-n02n24_000001956,5988.44,4.033,0.004412,-0.606,0.10217383486766352,5840.0576,0.16025381,4.2501516,-0.32753822,0.47166994375600146,-0.4320137693631665
SPLUS-s02s23_000003818,6445.79,4.205,-0.117869,-1.047,0.5133414844649025,6315.8306,0.33151442,4.122995,-1.4289011,0.5762357675248068,-0.13597246127366613
SPLUS-n02n01_000004197,6275.4,4.089,0.142021,-0.325,0.36015714902186424,6315.5117,0.020417232,4.1275115,-0.3267361,0.5372787964698889,-0.3356282271944915
SPLUS-n07s38_000005299,5893.28,4.261,-0.093475,0.127,0.016622914269275313,5886.1924,0.022708474,4.0850625,0.054880805,0.44991311902693315,-0.039586919104991125
SPLUS-n02n23_000018809,5445.28,4.458,0.246337,-0.444,-0.3861388808975832,5513.889,0.3101881,4.3964477,-0.45809096,0.347485024463853,0.2994836488812389
SPLUS-n03s20_000001848,5780.84,3.898,0.026208,-0.606,-0.0844631041426922,5827.28,0.2215198,4.085555,-0.54446656,0.42420549636471727,-0.6643717728055076
SPLUS-n03s27_000007721,5316.73,4.436,0.452069,-0.614,-0.5017081415420028,5424.9727,0.3613109,4.3536267,-0.5010278,0.3180941058118797,0.2616179001721166
SPLUS-s02s13_000009471,6002.8,4.183,0.054241,-0.143,0.11508378883774473,5832.457,0.10355302,4.0519958,-0.33145908,0.4749531300013718,-0.17383820998278843
SPLUS-n03s28_000011007,5509.29,4.317,0.106207,0.154,-0.32859249136939006,5577.5996,0.12906027,4.3854184,0.12873659,0.3621198957428323,0.056798623063682996
SPLUS-n04s43_000003868,4991.2,3.775,0.372125,-0.335,-0.794366728998849,5184.289,0.19156732,3.912349,-0.17903614,0.24366683433170247,-0.8760757314974184
SPLUS-n01s26_000008840,6183.69,4.088,0.051455,-1.272,0.27770785385500574,6262.7476,0.09806723,4.1455474,-1.0633066,0.5163107595226119,-0.3373493975903612
SPLUS-s03s04_000014458,5745.57,4.29,0.244628,-0.458,-0.11617160529344073,5679.4736,0.20607443,4.1482954,-0.53646845,0.41614157025927107,0.010327022375214767
SPLUS-n02n24_000001644,6137.1,4.092,0.337865,-1.898,0.2358224252013814,6115.624,0.15740153,4.039472,-1.6606358,0.505658694956331,-0.3304647160068859
SPLUS-n02s37_000013160,5601.2,4.023,0.254675,-0.055,-0.2459633918296893,5690.0996,0.15429579,4.257099,-0.030582167,0.3831336595180392,-0.44922547332185925
SPLUS-n03s23_000012064,5489.65,4.524,0.025813,0.341,-0.3462492807825086,5393.3545,0.11593697,4.210363,0.23195049,0.35762952124011155,0.4130808950086058
SPLUS-n02s20_000004182,5993.19,4.207,0.086835,-0.653,0.10644418872266925,5957.1855,0.19294436,4.0883293,-0.6349823,0.4727559559193377,-0.13253012048192847
SPLUS-n02s18_000004625,5839.43,4.196,0.069345,-0.318,-0.03178941311852679,5818.7534,0.21277402,4.2350755,-0.48447564,0.43760117060679504,-0.15146299483648917
SPLUS-n02s25_000001005,5670.08,4.072,0.236172,-0.271,-0.1840387658227849,5686.3413,0.30086762,4.1375957,-0.3245865,0.39888197905711276,-0.3648881239242687
SPLUS-n01s23_000007225,5530.22,4.331,0.346566,-1.024,-0.3097759637514379,5656.927,0.17528807,4.0672216,-0.40321252,0.36690520828570133,0.08089500860585197
SPLUS-n04s43_000003724,5752.97,4.173,0.309877,-0.329,-0.10951884349827345,5802.116,0.15676995,4.1469207,-0.3865703,0.4178334628926792,-0.1910499139414803
SPLUS-n03s25_000007623,5708.73,4.27,0.335464,-0.296,-0.14929157077100097,5695.0747,0.26011595,4.0417757,-0.353931,0.407718688554575,-0.024096385542169863
SPLUS-n03s26_000007403,5602.13,4.153,0.25421,0.026,-0.24512730149597228,5615.55,0.17169099,4.2529263,-0.041021436,0.3833462892679135,-0.22547332185886493
SPLUS-n03n01_000004020,5829.0,4.073,-0.025363,-0.065,-0.04116621116225527,5805.3633,0.17056587,4.123869,-0.25335687,0.4352165165302483,-0.363166953528399
SPLUS-n03s20_000008338,5132.61,3.79,0.367487,-0.24,-0.6672360471806673,5234.1997,0.24025254,4.099232,-0.25501,0.2759979880195711,-0.8502581755593805
SPLUS-n01s01_000010160,5298.57,4.826,0.077344,0.12,-0.5180343785960879,5203.6753,0.10011925,4.538776,0.16878444,0.3139421098358406,0.9328743545611005
SPLUS-n01s23_000000641,5793.47,4.41,0.070925,0.078,-0.07310845799769794,5666.255,0.18742085,4.296249,-0.14026171,0.4270931455484934,0.2168674698795181
SPLUS-n03s20_000002876,5845.77,4.548,0.137086,0.034,-0.026089614499423597,5755.748,0.13857692,4.2548547,-0.07564533,0.4390507110521745,0.45438898450946574
SPLUS-s02s12_000007259,6032.04,4.287,0.055628,-0.108,0.14137118814729632,5827.6245,0.12133895,4.0557375,-0.24230465,0.4816383922447301,0.005163511187607384
SPLUS-n02n19_000000549,5779.09,4.015,0.453703,-0.642,-0.08603639240506311,5932.735,0.13436964,4.171151,-0.7128301,0.4238053866203301,-0.46299483648881345
SPLUS-n02s44_000002106,5168.28,4.679,0.309453,-0.736,-0.6351679372842352,5272.7695,0.33815455,4.5171275,-0.5807782,0.28415336778087696,0.6798623063683298
SPLUS-n02n27_000009981,5801.85,4.337,0.027301,0.03,-0.06557465477560331,5764.549,0.13266441,4.203211,-0.0860398,0.4290090996387582,0.09122203098106674
SPLUS-n02s23_000012516,5297.18,4.702,0.11533,-0.021,-0.5192840189873413,5258.074,0.15152507,4.5740085,-0.09612799,0.3136243083817276,0.7194492254733209
SPLUS-s03s04_000013015,5310.54,4.549,0.114494,-0.043,-0.5072730868814732,5228.6714,0.1564505,4.569212,-0.20170662,0.31667886048744787,0.45611015490533546
SPLUS-s02s11_000004419,5890.06,4.151,0.123924,-0.261,0.013728063866513374,5888.7285,0.06976253,4.0417223,-0.16392653,0.44917691709726093,-0.2289156626506026
SPLUS-n01s22_000006241,6499.67,4.197,0.35358,-1.746,0.561780782508631,6457.379,0.26131028,4.133853,-1.2258145,0.5885545749691344,-0.14974182444061945
SPLUS-s03s04_000008306,5726.25,4.119,0.257655,-0.535,-0.13354070771001147,5749.3584,0.27072978,4.2095795,-0.59611577,0.41172435868123824,-0.28399311531841676
SPLUS-n01s24_000007124,5666.68,4.355,0.398908,-0.516,-0.18709544016110424,5801.044,0.15545262,4.1639247,-0.28874862,0.3981046229823038,0.12220309810671282
SPLUS-n05n50_000015844,5071.02,3.816,0.462916,-0.391,-0.7226068037974676,5392.2363,0.19815625,4.2312484,-0.25474754,0.26191641135854427,-0.805507745266782
SPLUS-n01s38_000008158,6322.58,4.197,0.057297,-0.376,0.4025730005753738,6330.9033,0.030592177,4.157603,-0.48849222,0.5480657551785632,-0.14974182444061945
SPLUS-n02n22_000001239,5969.14,4.324,-0.010268,0.136,0.08482271288837762,5892.883,0.04740996,4.1705565,0.005508255,0.4672573048607618,0.06884681583476748
SPLUS-n02s19_000001799,5856.78,4.216,0.239028,-0.496,-0.016191383774453172,5816.526,0.2629644,4.2066827,-0.5235497,0.4415679729297179,-0.11703958691910454
SPLUS-n03s21_000022103,5580.24,4.289,0.460558,-0.561,-0.26480689010356695,5668.1533,0.25171185,4.1456704,-0.48664284,0.3783414879509809,0.008605851979345047
SPLUS-n03s24_000005185,5240.18,4.7,0.057911,0.165,-0.5705282652474102,5156.029,0.20132966,4.193627,-0.13258955,0.30059216242169295,0.7160068846815832
SPLUS-s02s17_000005015,5887.11,4.128,0.001691,-0.12,0.011075949367088889,5676.4644,0.3104266,4.035246,-0.4177219,0.4485024463852943,-0.2685025817555937
SPLUS-n01s28_000006586,5749.75,4.377,0.315758,-0.763,-0.1124136939010354,5761.0977,0.31963247,4.212317,-0.5587794,0.41709726096300703,0.16006884681583422
SPLUS-s02s10_000014673,6190.88,4.048,-0.057558,-0.391,0.2841718210586883,6162.839,0.027104488,4.1761045,-0.36925724,0.5179546389866935,-0.40619621342512957
SPLUS-s02s13_000003782,5239.31,4.374,0.214644,0.054,-0.5713104142692744,5305.423,0.14423527,4.2555695,0.13883126,0.3003932507201977,0.15490533562822595
SPLUS-n02s23_000012115,5452.62,3.948,0.458903,-0.919,-0.3795400604142696,5550.201,0.35024017,4.0882215,-0.6083582,0.3491631990488819,-0.5783132530120483
SPLUS-n03s22_000000157,5421.14,3.735,0.309125,-0.385,-0.407841268699654,5632.0537,0.27287832,4.0116544,-0.30346537,0.34196579633270857,-0.9449225473321858
SPLUS-n02s23_000011939,5393.49,4.502,0.006853,0.413,-0.432699223245109,5400.1235,0.11906604,4.3374066,0.2736704,0.3356440623713933,0.3752151462994826
SPLUS-n01s01_000000628,5640.67,4.106,0.35063,-0.229,-0.21047899884925148,5659.2183,0.18702817,4.155025,-0.29833606,0.39215784901001427,-0.306368330464716
SPLUS-n04s01_000009349,5848.29,4.109,0.375041,-0.454,-0.02382407940161091,5738.2344,0.22737367,4.1515794,-0.4855882,0.4396268690840916,-0.3012048192771086
SPLUS-n02s44_000003965,5018.26,3.803,0.20883,-0.101,-0.7700391973532792,5221.189,0.1604675,3.9081917,0.063515276,0.24985367415062426,-0.8278829604130813
SPLUS-n02s21_000003642,5789.88,4.112,0.3588,-0.825,-0.07633594649021802,5854.0054,0.22684188,4.0648594,-1.0202006,0.4262723489871509,-0.29604130808950124
